Patient	Gene	-log10(p-value)
9	Rv0703	NA
9	Rv0704	NA
9	Rv0705	NA
9	Rv0706	NA
9	Rv0707	NA
9	Rv0708	6.98779953
9	Rv0709	NA
9	Rv0710	NA
9	Rv0711	NA
9	Rv0712	NA
9	Rv0713	NA
9	Rv0714	NA
9	Rv0715	NA
9	Rv0716	NA
9	Rv0717	NA
9	Rv0718	NA
9	Rv0719	NA
9	Rv0720	NA
9	Rv0721	0.55815451
9	Rv0722	NA
9	Rv0723	NA
9	Rv0724	NA
9	Rv0724A	NA
9	Rv0725c	NA
9	Rv0726c	0.24947519
9	Rv0727c	NA
9	Rv0728c	NA
9	Rv0729	NA
9	Rv0730	NA
9	Rv0731c	NA
9	Rv0732	NA
9	Rv0733	NA
9	Rv0734	NA
9	Rv0735	NA
9	Rv0736	NA
9	Rv0737	NA
9	Rv0738	NA
9	Rv0739	0.22831426
9	Rv0740	0.64793571
9	Rv0741	NA
9	Rv0742	NA
9	Rv0743c	NA
9	Rv0744c	NA
9	Rv0745	NA
9	Rv0746	5.05889696
9	Rv0747	6.57676764
9	Rv0748	NA
9	Rv0749	NA
9	Rv0749A	NA
9	Rv0750	NA
9	Rv0751c	NA
9	Rv0752c	NA
9	Rv0753c	0.19019193
9	Rv0754	NA
9	Rv0755c	1.72242246
9	Rv0755A	0
9	Rv0756c	NA
9	Rv0757	NA
9	Rv0758	NA
9	Rv0759c	NA
9	Rv0760c	NA
9	Rv0761c	NA
9	Rv0762c	NA
9	Rv0763c	NA
9	Rv0764c	NA
9	Rv0765c	NA
9	Rv0766c	NA
9	Rv0767c	NA
9	Rv0768	NA
9	Rv0769	NA
9	Rv0770	NA
9	Rv0771	NA
9	Rv0772	NA
9	Rv0773c	NA
9	Rv0774c	NA
9	Rv0775	NA
9	Rv0776c	NA
9	Rv0777	NA
9	Rv0778	NA
9	Rv0779c	NA
9	Rv0780	NA
9	Rv0781	0
9	Rv0782	NA
9	Rv0783c	NA
9	Rv0784	NA
9	Rv0785	0
9	Rv0786c	NA
9	Rv0787	NA
9	Rv0787A	NA
9	Rv0788	NA
9	Rv0789c	NA
9	Rv0790c	NA
9	Rv0791c	NA
9	Rv0792c	NA
9	Rv0793	NA
9	Rv0794c	NA
9	Rv0797	NA
9	Rv0798c	NA
9	Rv0799c	NA
9	Rv0800	NA
9	Rv0801	NA
9	Rv0802c	NA
9	Rv0803	NA
9	Rv0804	NA
9	Rv0805	NA
9	Rv0806c	NA
9	Rv0807	NA
9	Rv0808	NA
9	Rv0809	NA
9	Rv0810c	NA
9	Rv0811c	NA
9	Rv0812	NA
9	Rv0813c	NA
9	Rv0814c	NA
9	Rv0815c	NA
9	Rv0816c	NA
9	Rv0817c	NA
9	Rv0818	NA
9	Rv0819	NA
9	Rv0820	NA
9	Rv0821c	NA
9	Rv0822c	NA
9	Rv0823c	NA
9	Rv0824c	NA
9	Rv0825c	NA
9	Rv0826	NA
9	Rv0827c	NA
9	Rv0828c	NA
9	Rv0829	NA
9	Rv0830	NA
9	Rv0831c	NA
9	Rv0832	NA
9	Rv0833	NA
9	Rv0834c	NA
9	Rv0835	NA
9	Rv0836c	NA
9	Rv0837c	NA
9	Rv0838	NA
9	Rv0839	NA
9	Rv0840c	NA
9	Rv0841	NA
9	Rv0842	NA
9	Rv0843	NA
9	Rv0844c	NA
9	Rv0845	NA
9	Rv0846c	NA
9	Rv0847	NA
9	Rv0848	NA
9	Rv0849	NA
9	Rv0850	NA
9	Rv0851c	NA
9	Rv0852	NA
9	Rv0853c	NA
9	Rv0854	NA
9	Rv0855	NA
9	Rv0856	NA
9	Rv0857	NA
9	Rv0858c	NA
9	Rv0859	0
9	Rv0860	0
9	Rv0861c	NA
9	Rv0862c	NA
9	Rv0863	NA
9	Rv0864	NA
9	Rv0865	NA
9	Rv0866	NA
9	Rv0867c	NA
9	Rv0868c	NA
9	Rv0869c	NA
9	Rv0870c	NA
9	Rv0871	NA
9	Rv0872c	NA
9	Rv0873	NA
9	Rv0874c	NA
9	Rv0875c	NA
9	Rv0876c	NA
9	Rv0877	NA
9	Rv0878c	NA
9	Rv0879c	NA
9	Rv0880	NA
9	Rv0881	NA
9	Rv0882	NA
9	Rv0883c	NA
9	Rv0884c	NA
9	Rv0885	NA
9	Rv0886	NA
9	Rv0887c	NA
9	Rv0888	NA
9	Rv0889c	NA
9	Rv0890c	NA
9	Rv0891c	NA
9	Rv0892	NA
9	Rv0893c	NA
9	Rv0894	NA
9	Rv0895	NA
9	Rv0896	NA
9	Rv0897c	NA
9	Rv0898c	NA
9	Rv0899	NA
9	Rv0900	NA
9	Rv0901	NA
9	Rv0902c	NA
9	Rv0903c	NA
9	Rv0904c	NA
9	Rv0905	NA
9	Rv0906	NA
9	Rv0907	0.25789316
9	Rv0908	NA
9	Rv0909	NA
9	Rv0910	NA
9	Rv0911	NA
9	Rv0912	NA
9	Rv0913c	NA
9	Rv0914c	NA
9	Rv0915c	NA
9	Rv0916c	NA
9	Rv0917	NA
9	Rv0918	NA
9	Rv0919	NA
9	Rv0920c	0
9	Rv0921	NA
9	Rv0922	NA
9	Rv0923c	NA
9	Rv0924c	NA
9	Rv0925c	NA
9	Rv0926c	NA
9	Rv0927c	NA
9	Rv0928	NA
9	Rv0929	NA
9	Rv0930	NA
9	Rv0931c	NA
9	Rv0932c	NA
9	Rv0933	NA
9	Rv0934	NA
9	Rv0935	NA
9	Rv0936	NA
9	Rv0937c	NA
9	Rv0938	NA
9	Rv0939	NA
9	Rv0940c	NA
9	Rv0941c	NA
9	Rv0942	NA
9	Rv0943c	NA
9	Rv0944	NA
9	Rv0945	NA
9	Rv0946c	NA
9	Rv0947c	NA
9	Rv0948c	NA
9	Rv0949	0.2460607
9	Rv0950c	NA
9	Rv0951	NA
9	Rv0952	NA
9	Rv0953c	NA
9	Rv0954	NA
9	Rv0955	0.52784745
9	Rv0956	NA
9	Rv0957	NA
9	Rv0958	NA
9	Rv0959	NA
9	Rv0960	NA
9	Rv0961	NA
9	Rv0962c	NA
9	Rv0963c	NA
9	Rv0964c	NA
9	Rv0965c	NA
9	Rv0966c	NA
9	Rv0967	NA
9	Rv0968	NA
9	Rv0969	NA
9	Rv0970	NA
9	Rv0971c	NA
9	Rv0972c	NA
9	Rv0973c	NA
9	Rv0974c	0
9	Rv0975c	NA
9	Rv0976c	NA
9	Rv0977	0.25711055
9	Rv0978c	NA
9	Rv0979c	NA
9	Rv0979A	NA
9	Rv0980c	1.43705103
9	Rv0981	NA
9	Rv0982	NA
9	Rv0983	NA
9	Rv0984	NA
9	Rv0985c	NA
9	Rv0986	NA
9	Rv0987	NA
9	Rv0988	NA
9	Rv0989c	NA
9	Rv0990c	NA
9	Rv0991c	NA
9	Rv0992c	NA
9	Rv0993	NA
9	Rv0994	NA
9	Rv0995	NA
9	Rv0996	NA
9	Rv0997	NA
9	Rv0998	NA
9	Rv0999	NA
9	Rv1000c	NA
9	Rv1001	NA
9	Rv1002c	NA
9	Rv1003	NA
9	Rv1004c	NA
9	Rv1005c	NA
9	Rv1006	NA
9	Rv1007c	NA
9	Rv1008	NA
9	Rv1009	NA
9	Rv1010	NA
9	Rv1011	NA
9	Rv1012	NA
9	Rv1013	NA
9	Rv1014c	NA
9	Rv1015c	NA
9	Rv1016c	NA
9	Rv1017c	NA
9	Rv1018c	NA
9	Rv1019	NA
9	Rv1020	NA
9	Rv1021	NA
9	Rv1022	NA
9	Rv1023	0
9	Rv1024	NA
9	Rv1025	NA
9	Rv1026	NA
9	Rv1027c	NA
9	Rv1028c	NA
9	Rv1028A	NA
9	Rv1029	NA
9	Rv1030	NA
9	Rv1031	NA
9	Rv1032c	NA
9	Rv1033c	NA
9	Rv1034c	NA
9	Rv1035c	NA
9	Rv1036c	NA
9	Rv1037c	NA
9	Rv1038c	NA
9	Rv1039c	NA
9	Rv1040c	NA
9	Rv1041c	NA
9	Rv1042c	NA
9	Rv1043c	NA
9	Rv1044	NA
9	Rv1045	NA
9	Rv1046c	NA
9	Rv1047	NA
9	Rv1048c	NA
9	Rv1049	NA
9	Rv1050	NA
9	Rv1051c	NA
9	Rv1052	NA
9	Rv1053c	NA
9	Rv1054	NA
9	Rv1055	NA
9	Rv1056	NA
9	Rv1057	NA
9	Rv1058	NA
9	Rv1059	NA
9	Rv1060	NA
9	Rv1061	NA
9	Rv1062	NA
9	Rv1063c	NA
9	Rv1064c	NA
9	Rv1065	NA
9	Rv1066	NA
9	Rv1067c	NA
9	Rv1068c	NA
9	Rv1069c	NA
9	Rv1070c	NA
9	Rv1071c	NA
9	Rv1072	NA
9	Rv1073	NA
9	Rv1074c	0
9	Rv1075c	NA
9	Rv1076	NA
9	Rv1077	0.56100349
9	Rv1078	NA
9	Rv1079	NA
9	Rv1080c	NA
9	Rv1081c	NA
9	Rv1082	NA
9	Rv1083	NA
9	Rv1084	NA
9	Rv1085c	NA
9	Rv1086	NA
9	Rv1087	NA
9	Rv1087A	NA
9	Rv1088	NA
9	Rv1089	NA
9	Rv1089A	NA
9	Rv1090	NA
9	Rv1091	NA
9	Rv1092c	NA
9	Rv1093	NA
9	Rv1094	NA
9	Rv1095	NA
9	Rv1096	NA
9	Rv1097c	NA
9	Rv1098c	NA
9	Rv1099c	NA
9	Rv1100	0
9	Rv1101c	0
9	Rv1102c	NA
9	Rv1103c	NA
9	Rv1104	NA
9	Rv1105	NA
9	Rv1106c	NA
9	Rv1107c	NA
9	Rv1108c	NA
9	Rv1109c	NA
9	Rv1110	NA
9	Rv1111c	NA
9	Rv1112	NA
9	Rv1113	NA
9	Rv1114	NA
9	Rv1115	NA
9	Rv1116	NA
9	Rv1116A	NA
9	Rv1117	NA
9	Rv1118c	NA
9	Rv1119c	NA
9	Rv1120c	NA
9	Rv1121	NA
9	Rv1122	NA
9	Rv1123c	NA
9	Rv1124	NA
9	Rv1125	NA
9	Rv1126c	NA
9	Rv1127c	NA
9	Rv1128c	NA
9	Rv1129c	NA
9	Rv1130	0
9	Rv1131	NA
9	Rv1132	NA
9	Rv1133c	NA
9	Rv1134	NA
9	Rv1135c	NA
9	Rv1135A	NA
9	Rv1136	NA
9	Rv1137c	NA
9	Rv1138c	NA
9	Rv1139c	NA
9	Rv1140	NA
9	Rv1141c	NA
9	Rv1142c	NA
9	Rv1143	NA
9	Rv1144	NA
9	Rv1145	NA
9	Rv1146	NA
9	Rv1147	NA
9	Rv1148c	0.72182824
9	Rv1149	NA
9	Rv1150	NA
9	Rv1151c	NA
9	Rv1152	NA
9	Rv1153c	0.20709979
9	Rv1154c	NA
9	Rv1155	NA
9	Rv1156	NA
9	Rv1157c	NA
9	Rv1158c	NA
9	Rv1159	0
9	Rv1159A	NA
9	Rv1160	NA
9	Rv1161	NA
9	Rv1162	NA
9	Rv1163	NA
9	Rv1164	1.2407257
9	Rv1165	NA
9	Rv1166	NA
9	Rv1167c	NA
9	Rv1168c	NA
9	Rv1169c	NA
9	Rv1170	NA
9	Rv1171	NA
9	Rv1172c	NA
9	Rv1173	NA
9	Rv1174c	NA
9	Rv1175c	NA
9	Rv1176c	NA
9	Rv1177	NA
9	Rv1178	NA
9	Rv1179c	NA
9	Rv1180	NA
9	Rv1181	NA
9	Rv1182	NA
9	Rv1183	NA
9	Rv1184c	0
9	Rv1185c	0
9	Rv1186c	NA
9	Rv1187	2.20589125
9	Rv1188	NA
9	Rv1189	NA
9	Rv1190	NA
9	Rv1191	NA
9	Rv1192	NA
9	Rv1193	NA
9	Rv1194c	2.28628655
9	Rv1195	NA
9	Rv1196	NA
9	Rv1197	0.60199069
9	Rv1198	NA
9	Rv1199c	NA
9	Rv1200	NA
9	Rv1201c	NA
9	Rv1202	NA
9	Rv1203c	NA
9	Rv1204c	NA
9	Rv1205	NA
9	Rv1206	NA
9	Rv1207	NA
9	Rv1208	NA
9	Rv1209	NA
9	Rv1210	NA
9	Rv1211	NA
9	Rv1212c	0
9	Rv1213	NA
9	Rv1214c	NA
9	Rv1215c	NA
9	Rv1216c	NA
9	Rv1217c	NA
9	Rv1218c	NA
9	Rv1219c	NA
9	Rv1220c	NA
9	Rv1221	NA
9	Rv1222	NA
9	Rv1223	NA
9	Rv1224	NA
9	Rv1225c	NA
9	Rv1226c	NA
9	Rv1227c	NA
9	Rv1228	NA
9	Rv1229c	NA
9	Rv1230c	NA
9	Rv1231c	NA
9	Rv1232c	NA
9	Rv1233c	NA
9	Rv1234	NA
9	Rv1235	NA
9	Rv1236	1.5062771
9	Rv1237	NA
9	Rv1238	NA
9	Rv1239c	NA
9	Rv1240	NA
9	Rv1241	NA
9	Rv1242	NA
9	Rv1243c	NA
9	Rv1244	NA
9	Rv1245c	NA
9	Rv1246c	NA
9	Rv1247c	NA
9	Rv1248c	1.51606081
9	Rv1249c	NA
9	Rv1250	NA
9	Rv1251c	NA
9	Rv1252c	NA
9	Rv1253	NA
9	Rv1254	NA
9	Rv1255c	NA
9	Rv1256c	NA
9	Rv1257c	NA
9	Rv1258c	NA
9	Rv1259	NA
9	Rv1260	NA
9	Rv1261c	NA
9	Rv1262c	NA
9	Rv1263	NA
9	Rv1264	NA
9	Rv1265	NA
9	Rv1266c	NA
9	Rv1267c	3.92307289
9	Rv1268c	NA
9	Rv1269c	NA
9	Rv1270c	NA
9	Rv1271c	NA
9	Rv1272c	NA
9	Rv1273c	NA
9	Rv1274	NA
9	Rv1275	NA
9	Rv1276c	NA
9	Rv1277	NA
9	Rv1278	NA
9	Rv1279	NA
9	Rv1280c	NA
9	Rv1281c	NA
9	Rv1282c	NA
9	Rv1283c	0
9	Rv1284	0
9	Rv1285	NA
9	Rv1286	NA
9	Rv1287	NA
9	Rv1288	NA
9	Rv1289	NA
9	Rv1290c	NA
9	Rv1290A	NA
9	Rv1291c	NA
9	Rv1292	NA
9	Rv1293	NA
9	Rv1294	NA
9	Rv1295	NA
9	Rv1296	NA
9	Rv1297	NA
9	Rv1298	NA
9	Rv1299	NA
9	Rv1300	NA
9	Rv1301	NA
9	Rv1302	NA
9	Rv1303	NA
9	Rv1304	NA
9	Rv1305	NA
9	Rv1306	NA
9	Rv1307	NA
9	Rv1308	NA
9	Rv1309	NA
9	Rv1310	NA
9	Rv1311	0
9	Rv1312	NA
9	Rv1313c	NA
9	Rv1314c	NA
9	Rv1315	NA
9	Rv1316c	NA
9	Rv1317c	NA
9	Rv1318c	25.34493938
9	Rv1319c	3.63434363
9	Rv1320c	NA
9	Rv1321	NA
9	Rv1322	NA
9	Rv1322A	NA
9	Rv1323	NA
9	Rv1324	NA
9	Rv1325c	1.16220736
9	Rv1326c	NA
9	Rv1327c	0
9	Rv1328	NA
9	Rv1329c	NA
9	Rv1330c	NA
9	Rv1331	NA
9	Rv1332	NA
9	Rv1333	NA
9	Rv1334	NA
9	Rv1335	NA
9	Rv1336	NA
9	Rv1337	NA
9	Rv1338	NA
9	Rv1339	NA
9	Rv1340	NA
9	Rv1341	NA
9	Rv1342c	NA
9	Rv1343c	NA
9	Rv1344	NA
9	Rv1345	NA
9	Rv1346	0.24254929
9	Rv1347c	NA
9	Rv1348	NA
9	Rv1349	NA
9	Rv1350	NA
9	Rv1351	NA
9	Rv1352	0
9	Rv1353c	NA
9	Rv1354c	0.25698714
9	Rv1355c	NA
9	Rv1356c	NA
9	Rv1357c	NA
9	Rv1358	NA
9	Rv1359	NA
9	Rv1360	NA
9	Rv1361c	NA
9	Rv1362c	NA
9	Rv1363c	NA
9	Rv1364c	NA
9	Rv1365c	NA
9	Rv1366	NA
9	Rv1367c	NA
9	Rv1368	NA
9	Rv1371	1.57050339
9	Rv1372	0.58031547
9	Rv1373	NA
9	Rv1374c	NA
9	Rv1375	NA
9	Rv1376	NA
9	Rv1377c	NA
9	Rv1378c	NA
9	Rv1379	NA
9	Rv1380	NA
9	Rv1381	NA
9	Rv1382	NA
9	Rv1383	NA
9	Rv1384	NA
9	Rv1385	NA
9	Rv1386	NA
9	Rv1387	NA
9	Rv1388	NA
9	Rv1389	NA
9	Rv1390	NA
9	Rv1391	NA
9	Rv1392	NA
9	Rv1393c	NA
9	Rv1394c	NA
9	Rv1395	NA
9	Rv1396c	NA
9	Rv1397c	NA
9	Rv1398c	NA
9	Rv1399c	NA
9	Rv1400c	NA
9	Rv1401	NA
9	Rv1402	NA
9	Rv1403c	NA
9	Rv1404	NA
9	Rv1405c	NA
9	Rv1406	NA
9	Rv1407	NA
9	Rv1408	NA
9	Rv1409	NA
9	Rv1410c	NA
9	Rv1411c	NA
9	Rv1412	NA
9	Rv1413	NA
9	Rv1414	NA
9	Rv1415	NA
9	Rv1416	NA
9	Rv1417	NA
9	Rv1418	NA
9	Rv1419	NA
9	Rv1420	NA
9	Rv1421	NA
9	Rv1422	NA
9	Rv1423	NA
9	Rv1424c	0.2563816
9	Rv1425	NA
9	Rv1426c	NA
9	Rv1427c	NA
9	Rv1428c	NA
9	Rv1429	NA
9	Rv1430	NA
9	Rv1431	NA
9	Rv1432	NA
9	Rv1433	NA
9	Rv1434	NA
9	Rv1435c	NA
9	Rv1436	NA
9	Rv1437	NA
9	Rv1438	NA
9	Rv1439c	NA
9	Rv1440	NA
9	Rv1441c	NA
9	Rv1442	NA
9	Rv1443c	NA
9	Rv1444c	NA
9	Rv1445c	NA
9	Rv1446c	NA
9	Rv1447c	NA
9	Rv1448c	NA
9	Rv1449c	NA
9	Rv1450c	NA
9	Rv1451	NA
9	Rv1452c	24.65293581
9	Rv1453	NA
9	Rv1454c	NA
9	Rv1455	NA
9	Rv1456c	NA
9	Rv1457c	0.22525923
9	Rv1458c	NA
9	Rv1459c	NA
9	Rv1460	NA
9	Rv1461	NA
9	Rv1462	NA
9	Rv1463	NA
9	Rv1464	NA
9	Rv1465	NA
9	Rv1466	NA
9	Rv1467c	NA
9	Rv1468c	NA
9	Rv1469	0
9	Rv1470	NA
9	Rv1471	NA
9	Rv1472	NA
9	Rv1473	NA
9	Rv1473A	NA
9	Rv1474c	NA
9	Rv1475c	NA
9	Rv1476	NA
9	Rv1477	NA
9	Rv1478	NA
9	Rv1479	NA
9	Rv1480	NA
9	Rv1481	NA
9	Rv1482c	NA
9	Rv1483	NA
9	Rv1484	NA
9	Rv1485	NA
9	Rv1486c	NA
9	Rv1487	NA
9	Rv1488	NA
9	Rv1489	NA
9	Rv1489A	NA
9	Rv1490	NA
9	Rv1491c	NA
9	Rv1492	NA
9	Rv1493	NA
9	Rv1494	NA
9	Rv1495	NA
9	Rv1496	NA
9	Rv1497	NA
9	Rv1498c	NA
9	Rv1498A	NA
9	Rv1499	NA
9	Rv1500	NA
9	Rv1501	0.25353614
9	Rv1502	NA
9	Rv1503c	NA
9	Rv1504c	NA
9	Rv1505c	NA
9	Rv1506c	NA
9	Rv1507c	NA
9	Rv1507A	NA
9	Rv1508c	NA
9	Rv1508A	NA
9	Rv1509	NA
9	Rv1510	NA
9	Rv1511	NA
9	Rv1512	NA
9	Rv1513	NA
9	Rv1514c	NA
9	Rv1515c	NA
9	Rv1516c	NA
9	Rv1517	NA
9	Rv1518	NA
9	Rv1519	NA
9	Rv1520	NA
9	Rv1521	0.19868863
9	Rv1522c	0.54229427
9	Rv1523	NA
9	Rv1524	NA
9	Rv1525	NA
9	Rv1526c	NA
9	Rv1527c	0
9	Rv1528c	NA
9	Rv1529	NA
9	Rv1530	NA
9	Rv1531	NA
9	Rv1532c	NA
9	Rv1533	NA
9	Rv1534	NA
9	Rv1535	NA
9	Rv1536	NA
9	Rv1537	NA
9	Rv1538c	NA
9	Rv1539	NA
9	Rv1540	NA
9	Rv1541c	NA
9	Rv1542c	NA
9	Rv1543	NA
9	Rv1544	0
9	Rv1545	NA
9	Rv1546	NA
9	Rv1547	NA
9	Rv1548c	NA
9	Rv1549	NA
9	Rv1550	NA
9	Rv1551	NA
9	Rv1552	NA
9	Rv1553	NA
9	Rv1554	NA
9	Rv1555	NA
9	Rv1556	NA
9	Rv1557	NA
9	Rv1558	NA
9	Rv1559	NA
9	Rv1560	NA
9	Rv1561	NA
9	Rv1562c	NA
9	Rv1563c	NA
9	Rv1564c	NA
9	Rv1565c	NA
9	Rv1566c	NA
9	Rv1567c	NA
9	Rv1568	NA
9	Rv1569	NA
9	Rv1570	NA
9	Rv1571	NA
9	Rv1572c	NA
9	Rv1579c	NA
9	Rv1585c	NA
9	Rv1588c	2.46314326
9	Rv1589	NA
9	Rv1590	NA
9	Rv1591	NA
9	Rv1592c	NA
9	Rv1593c	NA
9	Rv1594	NA
9	Rv1595	NA
9	Rv1596	NA
9	Rv1597	NA
9	Rv1598c	NA
9	Rv1599	NA
9	Rv1600	NA
9	Rv1601	NA
9	Rv1602	NA
9	Rv1603	NA
9	Rv1604	NA
9	Rv1605	NA
9	Rv1606	NA
9	Rv1607	NA
9	Rv1608c	NA
9	Rv1609	NA
9	Rv1610	NA
9	Rv1611	NA
9	Rv1612	NA
9	Rv1613	NA
9	Rv1614	NA
9	Rv1615	NA
9	Rv1616	NA
9	Rv1617	NA
9	Rv1618	NA
9	Rv1619	0.25690272
9	Rv1620c	0
9	Rv1621c	NA
9	Rv1622c	NA
9	Rv1623c	1.78214553
9	Rv1624c	NA
9	Rv1625c	NA
9	Rv1626	NA
9	Rv1627c	NA
9	Rv1628c	NA
9	Rv1629	NA
9	Rv1630	NA
9	Rv1631	NA
9	Rv1632c	NA
9	Rv1633	NA
9	Rv1634	NA
9	Rv1635c	NA
9	Rv1636	NA
9	Rv1637c	NA
9	Rv1638	2.97906571
9	Rv1638A	NA
9	Rv1639c	NA
9	Rv1640c	NA
9	Rv1641	NA
9	Rv1642	NA
9	Rv1643	NA
9	Rv1644	NA
9	Rv1645c	NA
9	Rv1646	NA
9	Rv1647	NA
9	Rv1648	NA
9	Rv1649	NA
9	Rv1650	NA
9	Rv1651c	NA
9	Rv1652	NA
9	Rv1653	NA
9	Rv1654	NA
9	Rv1655	NA
9	Rv1656	NA
9	Rv1657	NA
9	Rv1658	NA
9	Rv1659	NA
9	Rv1660	NA
9	Rv1661	NA
9	Rv1662	NA
9	Rv1663	NA
9	Rv1664	NA
9	Rv1665	NA
9	Rv1666c	NA
9	Rv1667c	NA
9	Rv1668c	NA
9	Rv1669	NA
9	Rv1670	NA
9	Rv1671	NA
9	Rv1672c	NA
9	Rv1673c	NA
9	Rv1674c	NA
9	Rv1675c	NA
9	Rv1676	0
9	Rv1677	NA
9	Rv1678	NA
9	Rv1679	NA
9	Rv1680	NA
9	Rv1681	NA
9	Rv1682	NA
9	Rv1683	NA
9	Rv1684	NA
9	Rv1685c	NA
9	Rv1686c	NA
9	Rv1687c	NA
9	Rv1688	NA
9	Rv1689	NA
9	Rv1690	NA
9	Rv1691	NA
9	Rv1692	NA
9	Rv1693	NA
9	Rv1694	NA
9	Rv1695	NA
9	Rv1696	NA
9	Rv1697	NA
9	Rv1698	NA
9	Rv1699	NA
9	Rv1700	NA
9	Rv1701	NA
9	Rv1702c	NA
9	Rv1703c	NA
9	Rv1704c	NA
9	Rv1705c	NA
9	Rv1706c	NA
9	Rv1706A	NA
9	Rv1707	NA
9	Rv1708	NA
9	Rv1709	NA
9	Rv1710	NA
9	Rv1711	NA
9	Rv1712	NA
9	Rv1713	NA
9	Rv1714	NA
9	Rv1715	NA
9	Rv1716	NA
9	Rv1717	NA
9	Rv1718	NA
9	Rv1719	NA
9	Rv1720c	NA
9	Rv1721c	NA
9	Rv1722	NA
9	Rv1723	NA
9	Rv1724c	NA
9	Rv1725c	NA
9	Rv1726	NA
9	Rv1727	NA
9	Rv1728c	NA
9	Rv1729c	NA
9	Rv1730c	NA
9	Rv1731	NA
9	Rv1732c	NA
9	Rv1733c	NA
9	Rv1734c	NA
9	Rv1735c	NA
9	Rv1736c	NA
9	Rv1737c	NA
9	Rv1738	NA
9	Rv1739c	NA
9	Rv1740	NA
9	Rv1741	NA
9	Rv1742	NA
9	Rv1743	NA
9	Rv1744c	NA
9	Rv1745c	NA
9	Rv1746	NA
9	Rv1747	NA
9	Rv1748	NA
9	Rv1749c	NA
9	Rv1750c	NA
9	Rv1751	NA
9	Rv1752	NA
9	Rv1753c	4.48143167
9	Rv1754c	NA
9	Rv1757c	NA
9	Rv1761c	NA
9	Rv1762c	NA
9	Rv1765A	NA
9	Rv1766	NA
9	Rv1767	NA
9	Rv1768	NA
9	Rv1769	NA
9	Rv1770	NA
9	Rv1771	NA
9	Rv1772	NA
9	Rv1773c	NA
9	Rv1774	NA
9	Rv1775	NA
9	Rv1776c	NA
9	Rv1777	NA
9	Rv1778c	NA
9	Rv1779c	NA
9	Rv1780	NA
9	Rv1781c	NA
9	Rv1782	NA
9	Rv1783	NA
9	Rv1784	NA
9	Rv1785c	NA
9	Rv1786	NA
9	Rv1787	NA
9	Rv1788	NA
9	Rv1789	NA
9	Rv1790	NA
9	Rv1791	NA
9	Rv1792	NA
9	Rv1793	1.55277632
9	Rv1794	NA
9	Rv1795	NA
9	Rv1796	NA
9	Rv1797	NA
9	Rv1798	NA
9	Rv1799	NA
9	Rv1800	NA
9	Rv1801	0.54194539
9	Rv1802	NA
9	Rv1803c	NA
9	Rv1804c	NA
9	Rv1805c	NA
9	Rv1806	NA
9	Rv1807	0.61152962
9	Rv1808	NA
9	Rv1809	NA
9	Rv1810	NA
9	Rv1811	NA
9	Rv1812c	NA
9	Rv1813c	NA
9	Rv1814	NA
9	Rv1815	NA
9	Rv1816	NA
9	Rv1817	NA
9	Rv1818c	NA
9	Rv1819c	NA
9	Rv1820	NA
9	Rv1821	NA
9	Rv1822	NA
9	Rv1823	NA
9	Rv1824	NA
9	Rv1825	NA
9	Rv1826	NA
9	Rv1827	NA
9	Rv1828	NA
9	Rv1829	NA
9	Rv1830	NA
9	Rv1831	NA
9	Rv1832	0.23380591
9	Rv1833c	NA
9	Rv1834	NA
9	Rv1835c	NA
9	Rv1836c	NA
9	Rv1837c	NA
9	Rv1838c	NA
9	Rv1839c	NA
9	Rv1840c	NA
9	Rv1841c	NA
9	Rv1842c	NA
9	Rv1843c	NA
9	Rv1844c	NA
9	Rv1845c	NA
9	Rv1846c	NA
9	Rv1847	NA
9	Rv1848	NA
9	Rv1849	NA
9	Rv1850	0
9	Rv1851	NA
9	Rv1852	0
9	Rv1853	NA
9	Rv1854c	NA
9	Rv1855c	NA
9	Rv1856c	NA
9	Rv1857	NA
9	Rv1858	NA
9	Rv1859	NA
9	Rv1860	NA
9	Rv1861	NA
9	Rv1862	NA
9	Rv1863c	NA
9	Rv1864c	NA
9	Rv1865c	NA
9	Rv1866	NA
9	Rv1867	NA
9	Rv1868	NA
9	Rv1869c	0.24502802
9	Rv1870c	NA
9	Rv1871c	NA
9	Rv1872c	NA
9	Rv1873	NA
9	Rv1874	NA
9	Rv1875	NA
9	Rv1876	NA
9	Rv1877	NA
9	Rv1878	NA
9	Rv1879	NA
9	Rv1880c	NA
9	Rv1881c	NA
9	Rv1882c	NA
9	Rv1883c	NA
9	Rv1884c	NA
9	Rv1885c	NA
9	Rv1886c	NA
9	Rv1887	NA
9	Rv1888c	NA
9	Rv1888A	NA
9	Rv1889c	NA
9	Rv1890c	NA
9	Rv1891	NA
9	Rv1892	NA
9	Rv1893	NA
9	Rv1894c	NA
9	Rv1895	NA
9	Rv1896c	NA
9	Rv1897c	NA
9	Rv1898	NA
9	Rv1899c	NA
9	Rv1900c	NA
9	Rv1901	NA
9	Rv1902c	NA
9	Rv1903	NA
9	Rv1904	NA
9	Rv1905c	NA
9	Rv1906c	NA
9	Rv1907c	NA
9	Rv1908c	NA
9	Rv1909c	NA
9	Rv1910c	NA
9	Rv1911c	NA
9	Rv1912c	NA
9	Rv1913	NA
9	Rv1914c	NA
9	Rv1915	NA
9	Rv1916	NA
9	Rv1917c	15.87362212
9	Rv1918c	0
9	Rv1919c	NA
9	Rv1920	NA
